In a hole in the ground there lived a hobbit. NA NA															
Then suddenly Pippin looked up and saw that the sun minas tirith 1003 was still shining and the banners still streaming in the breeze. NA NA															
He shook himself. NA NA															
‘It is passed	’ he said. NA NA														
‘No	my heart will not yet despair. NA NA														
Gandalf fell and has returned and is with us. NA NA															
We may stand	if only on one leg	or at least be left still upon our knees.’ NA NA													
‘Rightly said!’ cried Beregond	rising and striding to and fro. NA NA														
‘Nay	though all things must come utterly to an end in time	Gondor shall not perish yet. NA NA													
Not though the walls be taken by a reckless foe that will build a hill of carrion before them. NA NA															
There are still other fastnesses	and secret ways of escape into the mountains. NA NA														
Hope and memory shall live still in some hidden valley where the grass is green.’ NA NA															
‘All the same	I wish it was over for good or ill	’ said Pippin. NA NA													
‘I am no warrior at all and dislike any thought of battle; but waiting on the edge of one that I can’t escape is worst of all. NA NA															
What a long day it seems already! NA NA															
I should be happier	if we were not obliged to stand and watch	making no move	striking nowhere first. NA NA												
No stroke would have been struck in Rohan	I think	but for Gandalf.’ NA NA													
‘Ah	there you lay your finger on the sore that many feel!’ said Beregond. NA NA														
‘But things may change when Faramir returns. NA NA															
He is bold	more bold than many deem; for in these days men are slow to believe that a captain can be wise and learned in the scrolls of lore and song	as he is	and yet a man of hardihood and swift judgement in the field. NA NA												
But such is Faramir. NA NA															
Less reckless and eager than Boromir	but not less resolute. NA NA														
Yet what indeed can he do? NA NA															
We cannot assault the mountains of – of yonder realm. NA NA															
Our reach is shortened	and we cannot strike till some foe comes within it. NA NA														
Then our hand must be heavy!’ Metaphor NA															
He smote the hilt of his sword. NA NA															
Pippin looked at him: tall and proud and noble	as all the men that he had yet seen in that land; and with a glitter in his eye as he thought of the battle. Metaphor NA														
‘Alas! my own hand feels as light as a feather	’ he thought	but he said nothing. Simile  NA													
‘A pawn did Gandalf say? NA NA															
Perhaps; but on the wrong chessboard.’ Metaphor  NA															
1004 the return of the king So they talked until the sun reached its height	and suddenly the noon-bells were rung	and there was a stir in the citadel; for all save the watchmen were going to their meal. NA NA													
‘Will you come with me?’ said Beregond. NA NA															
‘You may join my mess for this day. NA NA															
I do not know to what company you will be assigned; or the Lord may hold you at his own command. NA NA															
